idx,rsmi,psmi,rinchi,pinchi,dE0,dHrxn298,rmg_family
60,[C:1]([O:2][C:3]([C:4](=[O:5])[H:11])([H:9])[H:10])([H:6])([H:7])[H:8],[C:1](=[O:2])([H:6])[H:8].[C:3](=[C:4]([O:5][H:7])[H:11])([H:9])[H:10],"InChI=1S/C3H6O2/c1-5-3-2-4/h2H,3H2,1H3","InChI=1S/C2H4O.CH2O/c1-2-3;1-2/h2-3H,1H2;1H2",60.09545,11.961969999999999,Retroene
61,[C:1]([O:2][C:3]([C:4](=[O:5])[H:11])([H:9])[H:10])([H:6])([H:7])[H:8],[C+:1]([C@:4]([C:3]([O:2][H:7])([H:9])[H:10])([O-:5])[H:11])([H:6])[H:8],"InChI=1S/C3H6O2/c1-5-3-2-4/h2H,3H2,1H3","InChI=1S/C3H6O2/c1-3(5)2-4/h3-4H,1-2H2/t3-/m1/s1",88.90385,78.97395,
62,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([C:5]#[N:6])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([N+:6]#[C-:5])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9],"InChI=1S/C5H9N/c1-5(2)3-4-6/h5H,3H2,1-2H3","InChI=1S/C5H9N/c1-5(2)4-6-3/h5H,4H2,1-2H3",60.155,22.81109,
63,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([C:5]#[N:6])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9],[C:1](=[C:2]([C:3]([H:11])([H:12])[H:13])[H:10])([H:7])[H:8].[C:4]1([H:14])([H:15])[C:5]([H:9])=[N:6]1,"InChI=1S/C5H9N/c1-5(2)3-4-6/h5H,3H2,1-2H3","InChI=1S/C3H6.C2H3N/c1-3-2;1-2-3-1/h3H,1H2,2H3;1H,2H2",109.65297,69.28084,
64,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([C:5]#[N:6])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([C@:2]1([H:10])[C:5]([C:4]([C:3]([H:11])([H:12])[H:13])([H:14])[H:15])=[N:6]1)([H:7])([H:8])[H:9],"InChI=1S/C5H9N/c1-5(2)3-4-6/h5H,3H2,1-2H3","InChI=1S/C5H9N/c1-3-5-4(2)6-5/h4H,3H2,1-2H3/t4-/m1/s1",151.4823,37.6854,
65,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([C:5]#[N:6])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]([N:6]=[C:5]=[C:4]([H:14])[H:15])([H:11])[H:13])([H:10])[H:12])([H:7])([H:8])[H:9],"InChI=1S/C5H9N/c1-5(2)3-4-6/h5H,3H2,1-2H3","InChI=1S/C5H9N/c1-3-5-6-4-2/h2-3,5H2,1H3",100.60551,30.710240000000002,
66,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([C:5]#[N:6])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4](=[C:5]=[N:6][H:15])[H:14])[H:10])([H:7])([H:8])[H:9],"InChI=1S/C5H9N/c1-5(2)3-4-6/h5H,3H2,1-2H3","InChI=1S/C5H9N/c1-5(2)3-4-6/h3,5-6H,1-2H3",94.16727,25.19379,
67,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([C:5]#[N:6])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2](=[C:3]([H:11])[H:12])[H:10])([H:7])([H:8])[H:9].[C:4](=[C:5]=[N:6][H:13])([H:14])[H:15],"InChI=1S/C5H9N/c1-5(2)3-4-6/h5H,3H2,1-2H3","InChI=1S/C3H6.C2H3N/c1-3-2;1-2-3/h3H,1H2,2H3;3H,1H2",68.94008000000001,46.03988,Retroene
68,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([C:5]#[N:6])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2]1([H:10])[C:3]([H:11])([H:12])/[C:5](=[N:6]/[H:13])[C:4]1([H:14])[H:15])([H:7])([H:8])[H:9],"InChI=1S/C5H9N/c1-5(2)3-4-6/h5H,3H2,1-2H3","InChI=1S/C5H9N/c1-4-2-5(6)3-4/h4,6H,2-3H2,1H3/b6-5-",101.55936,21.66295,
69,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([C:5]#[N:6])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[N:6]([H:13])[C:5][C:4]1([H:14])[H:15])([H:7])([H:8])[H:9],"InChI=1S/C5H9N/c1-5(2)3-4-6/h5H,3H2,1-2H3","InChI=1S/C5H9N/c1-5-2-3-6-4-5/h5-6H,2,4H2,1H3/t5-/m1/s1",97.58194,44.531890000000004,
70,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([C:5]#[N:6])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])=[C:4]([C:5]#[N:6])[H:14])([H:7])([H:8])[H:9].[H:10][H:15],"InChI=1S/C5H9N/c1-5(2)3-4-6/h5H,3H2,1-2H3","InChI=1S/C5H7N.H2/c1-5(2)3-4-6;/h3H,1-2H3;1H",99.11556999999999,24.523120000000002,
71,[C:1]([C:2]([C:3]([C:4](=[O:5])[H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8],[C:1]([C:2]([C:3]([O+:5]=[C-:4][H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8],"InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3","InChI=1S/C4H8O/c1-3-4-5-2/h2H,3-4H2,1H3",115.29463,65.30041,
72,[C:1]([C:2]([C:3]([C:4](=[O:5])[H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8],[C:1]([C:2](=[C:3]([H:11])[H:12])[H:10])([H:6])([H:7])[H:8].[C:4](=[O:5])([H:9])[H:13],"InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3","InChI=1S/C3H6.CH2O/c1-3-2;1-2/h3H,1H2,2H3;1H2",75.35295,29.44015,
73,[C:1]([C:2]([C:3]([C:4](=[O:5])[H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8],[C:1](=[C:2]([H:9])[H:10])([H:6])[H:8].[C:3](=[C:4]([O:5][H:7])[H:13])([H:11])[H:12],"InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3","InChI=1S/C2H4O.C2H4/c1-2-3;1-2/h2-3H,1H2;1-2H2",61.46808000000001,32.660990000000005,Retroene
74,[C:1]([C:2]([C:3]([C:4](=[O:5])[H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8],[C:1]([H:6])([H:7])([H:8])[H:11].[C:2](=[C:3]([C:4](=[O:5])[H:13])[H:12])([H:9])[H:10],"InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3","InChI=1S/C3H4O.CH4/c1-2-3-4;/h2-3H,1H2;1H4",94.71096999999999,19.35406,
75,[C:1]([C:2]([C:3]([C:4](=[O:5])[H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8],[C-:4]#[O+:5].[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([H:9])[H:10])([H:6])([H:7])[H:8],"InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3","InChI=1S/C3H8.CO/c1-3-2;1-2/h3H2,1-2H3;",86.78520999999999,-2.05361,"1,2_Insertion_CO"
76,[C:1]([C:2]([C:3]([C:4](=[O:5])[H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8],[C:1]([C:2]([O:5][C:4](=[C:3]([H:11])[H:12])[H:13])([H:9])[H:10])([H:6])([H:7])[H:8],"InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3","InChI=1S/C4H8O/c1-3-5-4-2/h3H,1,4H2,2H3",94.35816,17.389020000000002,ketoenol
77,[C:1]([C:2]([C:3]([C:4](=[O:5])[H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8],[C:1]([C:2](/[C:3](=[C:4](\[O:5][H:11])[H:13])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8],"InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3","InChI=1S/C4H8O/c1-2-3-4-5/h3-5H,2H2,1H3/b4-3-",71.6976,8.734110000000001,ketoenol
78,[C:1]([C:2]([C:3]([C:4](=[O:5])[H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8],[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@:4]1([O:5][H:9])[H:13])([H:6])([H:7])[H:8],"InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3","InChI=1S/C4H8O/c1-3-2-4(3)5/h3-5H,2H2,1H3/t3-,4+/m0/s1",92.68137,18.2289,
79,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8],[N:1]([C:2]1=[N:6][C:5]([H:11])=[N:4][C:3]1([H:9])[H:10])([H:7])[H:8],"InChI=1S/C3H5N3/c4-3-1-5-2-6-3/h1-2H,4H2,(H,5,6)","InChI=1S/C3H5N3/c4-3-1-5-2-6-3/h2H,1H2,(H2,4,5,6)",44.18246,4.69183,
80,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8],[N:1]([C:2]1=[N:6][C@:3]1(/[C:5](=[N:4]/[H:10])[H:11])[H:9])([H:7])[H:8],"InChI=1S/C3H5N3/c4-3-1-5-2-6-3/h1-2H,4H2,(H,5,6)","InChI=1S/C3H5N3/c4-1-2-3(5)6-2/h1-2,4H,(H2,5,6)/b4-1+/t2-/m0/s1",105.91572,44.611259999999994,
81,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8],[N:1](=[C:2]1/[C:3]([H:8])([H:9])[N:4]([H:10])[C:5]([H:11])=[N:6]1)\[H:7],"InChI=1S/C3H5N3/c4-3-1-5-2-6-3/h1-2H,4H2,(H,5,6)","InChI=1S/C3H5N3/c4-3-1-5-2-6-3/h2H,1H2,(H2,4,5,6)",74.84423000000001,9.63434,
82,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8],[N:1]([C@@:2]1(/[C:3](=[N:4]/[H:10])[H:9])[C:5]([H:11])=[N:6]1)([H:7])[H:8],"InChI=1S/C3H5N3/c4-3-1-5-2-6-3/h1-2H,4H2,(H,5,6)","InChI=1S/C3H5N3/c4-1-3(5)2-6-3/h1-2,4H,5H2/b4-1+/t3-/m1/s1",104.41515,57.19236,
83,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8],[C:5](#[N:6])[H:11].[N:1]([C:2]/[C:3](=[N:4]/[H:10])[H:9])([H:7])[H:8],"InChI=1S/C3H5N3/c4-3-1-5-2-6-3/h1-2H,4H2,(H,5,6)","InChI=1S/C2H4N2.CHN/c3-1-2-4;1-2/h1,3H,4H2;1H/b3-1+;",89.42296999999999,75.11845,
84,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8],[N:1]([C:2]1=[C:3]([H:9])[N:4]([H:10])[C:5][N:6]1[H:11])([H:7])[H:8],"InChI=1S/C3H5N3/c4-3-1-5-2-6-3/h1-2H,4H2,(H,5,6)","InChI=1S/C3H5N3/c4-3-1-5-2-6-3/h1,5-6H,4H2",68.92235,31.38488,
85,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8],[N+:1]([c:2]1[c-:3][n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])([H:8])[H:9],"InChI=1S/C3H5N3/c4-3-1-5-2-6-3/h1-2H,4H2,(H,5,6)","InChI=1S/C3H4N3/c4-3-1-5-2-6-3/h2H,4H2,(H,5,6)/q-1/p+1",75.93412,63.637080000000005,
86,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8],[N:1](=[C:2]1[C-:3]([H:9])[N+:4]([H:8])([H:10])[C:5]([H:11])=[N:6]1)[H:7],"InChI=1S/C3H5N3/c4-3-1-5-2-6-3/h1-2H,4H2,(H,5,6)","InChI=1S/C3H5N3/c4-3-1-5-2-6-3/h1-2,4H,5H2",128.77572,75.26184,
87,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8],[N:1]([C:2]1=[N:6][C:5]([H:10])([H:11])[N:4]=[C:3]1[H:9])([H:7])[H:8],"InChI=1S/C3H5N3/c4-3-1-5-2-6-3/h1-2H,4H2,(H,5,6)","InChI=1S/C3H5N3/c4-3-1-5-2-6-3/h1H,2H2,(H2,4,6)",42.745309999999996,9.02168,
88,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8],[N-:1]([c:2]1[c:3]([H:9])[n+:4]([H:10])[c:5]([H:11])[n:6]1[H:7])[H:8],"InChI=1S/C3H5N3/c4-3-1-5-2-6-3/h1-2H,4H2,(H,5,6)","InChI=1S/C3H4N3/c4-3-1-5-2-6-3/h1-2,4H,(H,5,6)/q-1/p+1",60.48689,31.139029999999998,
89,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8],[N:1]([C:2]#[N+:6][C-:5]([N+:4](=[C-:3][H:9])[H:10])[H:11])([H:7])[H:8],"InChI=1S/C3H5N3/c4-3-1-5-2-6-3/h1-2H,4H2,(H,5,6)","InChI=1S/C3H5N3/c1-5-3-6-2-4/h1,3,5H,4H2",99.91812,95.36773000000001,
90,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8],[N:1]([C@:2]1([H:9])[C-:3]=[N+:4]([H:10])[C:5]([H:11])=[N:6]1)([H:7])[H:8],"InChI=1S/C3H5N3/c4-3-1-5-2-6-3/h1-2H,4H2,(H,5,6)","InChI=1S/C3H5N3/c4-3-1-5-2-6-3/h2-3,5H,4H2/t3-/m0/s1",61.83322,56.64825,Singlet_Carbene_Intra_Disproportionation
91,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8],[N:1]([C:2](/[C:3](=[N:4]/[H:10])[H:9])=[N+:6]=[C-:5][H:11])([H:7])[H:8],"InChI=1S/C3H5N3/c4-3-1-5-2-6-3/h1-2H,4H2,(H,5,6)","InChI=1S/C3H5N3/c1-6-3(5)2-4/h1-2,4H,5H2/b4-2+",70.38105999999999,66.76689,
92,[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[N:6]23,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@@:4]([H:12])([C:5]1([H:11])[H:13])[N:6]23,"InChI=1S/C5H7N/c1-3-2-5-4(1)6(3)5/h3-5H,1-2H2/t3-,4+,5-,6?","InChI=1S/C5H7N/c1-2-4-5-3(1)6(4)5/h3-5H,1-2H2/t3-,4+,5-,6?",69.84855999999999,-15.66017,
93,[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[N:6]23,[C:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C:4]([H:11])([H:12])[C:5]([H:8])([H:13])[N:6]12)[H:7],"InChI=1S/C5H7N/c1-3-2-5-4(1)6(3)5/h3-5H,1-2H2/t3-,4+,5-,6?","InChI=1S/C5H7N/c1-4-5-2-3-6(4)5/h1,4-5H,2-3H2/t4-,5+,6?/m0/s1",90.25,73.9041,
94,[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[N:6]23,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]([H:10])([C:4]([H:11])([H:12])[C:5]1)[N:6]2[H:13],"InChI=1S/C5H7N/c1-3-2-5-4(1)6(3)5/h3-5H,1-2H2/t3-,4+,5-,6?","InChI=1S/C5H7N/c1-2-4-5(3-1)6-4/h4-6H,2-3H2/t4-,5+",69.70489,41.4061,
95,[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[N:6]23,[C:1]1([H:7])([H:8])[C@:2]([C:3](=[C:4]([H:11])[H:12])[H:10])([H:9])[N:6]=[C:5]1[H:13],"InChI=1S/C5H7N/c1-3-2-5-4(1)6(3)5/h3-5H,1-2H2/t3-,4+,5-,6?","InChI=1S/C5H7N/c1-2-5-3-4-6-5/h2,4-5H,1,3H2/t5-/m1/s1",57.218419999999995,-16.76321,
96,[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[N:6]23,[C:1](=[C:5]([C:4]([C@:3]1([H:10])[C:2]([H:9])=[N:6]1)([H:11])[H:12])[H:13])([H:7])[H:8],"InChI=1S/C5H7N/c1-3-2-5-4(1)6(3)5/h3-5H,1-2H2/t3-,4+,5-,6?","InChI=1S/C5H7N/c1-2-3-5-4-6-5/h2,4-5H,1,3H2/t5-/m1/s1",75.16337,-2.5493799999999998,
97,[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[N:6]23,[C:1]([C:2][H:9])([C@:5]1([H:13])[C:4]([H:11])([H:12])[C:3]([H:10])=[N:6]1)([H:7])[H:8],"InChI=1S/C5H7N/c1-3-2-5-4(1)6(3)5/h3-5H,1-2H2/t3-,4+,5-,6?","InChI=1S/C5H7N/c1-2-5-3-4-6-5/h1,4-5H,2-3H2/t5-/m1/s1",69.22295,60.17846,
98,[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[N:6]23,[C:1]1([H:7])([H:8])[C:2][C@@:3]2([H:10])[C:4]([H:11])([H:12])[C@:5]1([H:13])[N:6]2[H:9],"InChI=1S/C5H7N/c1-3-2-5-4(1)6(3)5/h3-5H,1-2H2/t3-,4+,5-,6?","InChI=1S/C5H7N/c1-2-5-3-4(1)6-5/h4-6H,1,3H2/t4-,5+/m1/s1",58.7018,50.52749,
99,[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[N:6]23,[C:1]1([H:7])=[C:2]([H:9])[N:6]2[C:3]([H:8])([H:10])[C:4]([H:11])([H:12])[C@@:5]12[H:13],"InChI=1S/C5H7N/c1-3-2-5-4(1)6(3)5/h3-5H,1-2H2/t3-,4+,5-,6?","InChI=1S/C5H7N/c1-3-6-4-2-5(1)6/h1,3,5H,2,4H2/t5-/m1/s1",101.71074,2.0139299999999998,
100,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C:2][C@@:6]2([H:13])[C@@:4]([H:11])([C:3]1([H:9])[H:10])[N:5]2[H:12],"InChI=1S/C5H7N/c1-2-3(1)5-4(2)6-5/h2-6H,1H2/t2-,3+,4-,5+","InChI=1S/C5H7N/c1-2-4-5(3-1)6-4/h4-6H,1-2H2/t4-,5+/m1/s1",54.69704,21.52974,
101,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]([C@:3]1([H:10])[C:2]([H:9])=[C:6]([H:13])[N:5]=[C:4]1[H:11])([H:7])([H:8])[H:12],"InChI=1S/C5H7N/c1-2-3(1)5-4(2)6-5/h2-6H,1H2/t2-,3+,4-,5+","InChI=1S/C5H7N/c1-5-2-3-6-4-5/h2-5H,1H3/t5-/m1/s1",63.46416,-61.04826,
102,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1](=[C:3]([C@@:4]1([H:11])[N:5]([H:12])[C@:6]1([C:2][H:9])[H:13])[H:10])([H:7])[H:8],"InChI=1S/C5H7N/c1-2-3(1)5-4(2)6-5/h2-6H,1H2/t2-,3+,4-,5+","InChI=1S/C5H7N/c1-3-5-4(2)6-5/h2-6H,1H2/t4-,5+/m0/s1",58.275319999999994,43.44123,
103,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C:4]([H:11])([H:13])[N:5]([H:12])[C:6]2,"InChI=1S/C5H7N/c1-2-3(1)5-4(2)6-5/h2-6H,1H2/t2-,3+,4-,5+","InChI=1S/C5H7N/c1-4-2-6-3-5(1)4/h4-6H,1-2H2/t4-,5+/m0/s1",57.68376,-18.95415,
104,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@:4]2([N:5]([C:6][H:13])[H:12])[H:11],"InChI=1S/C5H7N/c1-2-3(1)5-4(2)6-5/h2-6H,1H2/t2-,3+,4-,5+","InChI=1S/C5H7N/c1-6-5-3-2-4(3)5/h1,3-6H,2H2/t3-,4+,5-",62.51755,22.50882,
105,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])=[C:2]([H:9])[C:3]1([C@@:4]1([H:11])[N:5]=[C:6]1[H:13])[H:10].[H:8][H:12],"InChI=1S/C5H7N/c1-2-3(1)5-4(2)6-5/h2-6H,1H2/t2-,3+,4-,5+",InChI=1S/C5H5N.H2/c1-2-4(1)5-3-6-5;/h1-5H;1H/t5-;/m0./s1,82.88329,38.70532,
106,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[N+:5]1([H:12])[C-:4]([H:11])[C@:6]21[H:13],"InChI=1S/C5H7N/c1-2-3(1)5-4(2)6-5/h2-6H,1H2/t2-,3+,4-,5+","InChI=1S/C5H7N/c1-3-4(1)6-2-5(3)6/h2-6H,1H2/t3-,4+,5+/m0/s1",110.99342,41.81343,
107,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C:2]([C@@:6]2([H:13])[C:4][N:5]2[H:12])([H:9])[C:3]1([H:10])[H:11],"InChI=1S/C5H7N/c1-2-3(1)5-4(2)6-5/h2-6H,1H2/t2-,3+,4-,5+","InChI=1S/C5H7N/c1-2-4(1)5-3-6-5/h4-6H,1-2H2/t5-/m1/s1",63.62008,13.90494,
108,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C:2][C@@:3]1([C@@:4]1([H:11])[N:5]([H:12])[C:6]1([H:9])[H:13])[H:10],"InChI=1S/C5H7N/c1-2-3(1)5-4(2)6-5/h2-6H,1H2/t2-,3+,4-,5+","InChI=1S/C5H7N/c1-2-4(1)5-3-6-5/h4-6H,1,3H2/t4-,5+/m1/s1",68.76552,50.43005,
109,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@:4]([N:5]([H:12])[H:13])([H:11])[C:6]2,"InChI=1S/C5H7N/c1-2-3(1)5-4(2)6-5/h2-6H,1H2/t2-,3+,4-,5+","InChI=1S/C5H7N/c6-5-2-3-1-4(3)5/h3-5H,1,6H2/t3-,4-,5+/m1/s1",60.9201,27.256429999999998,
110,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C:2]([H:9])=[C:6]([H:13])[C@@:4]2([H:11])[C@:3]1([H:10])[N:5]2[H:12],"InChI=1S/C5H7N/c1-2-3(1)5-4(2)6-5/h2-6H,1H2/t2-,3+,4-,5+","InChI=1S/C5H7N/c1-2-4-5(3-1)6-4/h1-2,4-6H,3H2/t4-,5+/m0/s1",53.1846,-42.90005,
111,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C:4]([H:11])=[N:5][C:6]2([H:12])[H:13],"InChI=1S/C5H7N/c1-2-3(1)5-4(2)6-5/h2-6H,1H2/t2-,3+,4-,5+","InChI=1S/C5H7N/c1-4-2-6-3-5(1)4/h2,4-5H,1,3H2/t4-,5+/m0/s1",52.1155,-52.357479999999995,
112,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C:2]([H:9])=[C:6]([H:13])[N:5]([H:12])[C:4]([H:11])=[C:3]1[H:10],"InChI=1S/C5H7N/c1-2-3(1)5-4(2)6-5/h2-6H,1H2/t2-,3+,4-,5+","InChI=1S/C5H7N/c1-2-4-6-5-3-1/h2-6H,1H2",49.2582,-62.34073000000001,
113,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]([C@:3]1([H:10])[C@@:2]2([H:9])[C@:4]1([H:11])[N:5]=[C:6]2[H:13])([H:7])([H:8])[H:12],"InChI=1S/C5H7N/c1-2-3(1)5-4(2)6-5/h2-6H,1H2/t2-,3+,4-,5+","InChI=1S/C5H7N/c1-3-4-2-6-5(3)4/h2-5H,1H3/t3-,4+,5-/m1/s1",63.427859999999995,-17.16613,
114,[O:1]=[c:2]1[o:3][c:4]([H:7])[c:5]([H:8])[o:6]1,[C:4](=[C:5]=[O:6])([H:7])[H:8].[O:1]=[C:2]=[O:3],InChI=1S/C3H2O3/c4-3-5-1-2-6-3/h1-2H,InChI=1S/C2H2O.CO2/c1-2-3;2-1-3/h1H2;,60.316340000000004,-12.39787,
