solute_inchi,solute_smiles,solute_name,solvent_inchi,solvent_smiles,solvent_name,temperature,temperature_units,solubility reported in paper,std reported in paper,units reported in paper,source,solvent_density [kg/m3],warning_density,experimental_logS [mol/L],logS_warning
"InChI=1/C16H14O3/c1-11(16(18)19)13-8-5-9-14(10-13)15(17)12-6-3-2-4-7-12/h2-11H,1H3,(H,18,19)/f/h18H",CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,Ketoprofen,InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,C1COCCO1,"1,4-dioxane",303.15,K,0.275,0.009,mole fraction,doi:10.1016/j.ijpharm.2020.119686 ,1022.3,,0.643831704761868,"Mole fraction solubility higher than 0.2, conversion to logS is not ok"
"InChI=1/C16H14O3/c1-11(16(18)19)13-8-5-9-14(10-13)15(17)12-6-3-2-4-7-12/h2-11H,1H3,(H,18,19)/f/h18H",CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,Ketoprofen,InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,C1COCCO1,"1,4-dioxane",298.15,K,0.26,0.01,mole fraction,doi:10.1016/j.ijpharm.2020.119686 ,1028.95,,0.613394556453111,"Mole fraction solubility higher than 0.2, conversion to logS is not ok"
"InChI=1/C16H14O3/c1-11(16(18)19)13-8-5-9-14(10-13)15(17)12-6-3-2-4-7-12/h2-11H,1H3,(H,18,19)/f/h18H",CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,Ketoprofen,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",CCO,ethanol,298.15,K,0.01317,,mole fraction,doi:10.1016/j.ijpharm.2020.119686 ,784.9,,-0.642995145026669,Converted from mole fraction
"InChI=1/C16H14O3/c1-11(16(18)19)13-8-5-9-14(10-13)15(17)12-6-3-2-4-7-12/h2-11H,1H3,(H,18,19)/f/h18H",CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,Ketoprofen,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",CCO,ethanol,293.15,K,0.0306,,mole fraction,doi:10.1016/j.ijpharm.2020.119686 ,789.2,,-0.266747417664171,Converted from mole fraction
"InChI=1/C16H14O3/c1-11(16(18)19)13-8-5-9-14(10-13)15(17)12-6-3-2-4-7-12/h2-11H,1H3,(H,18,19)/f/h18H",CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,Ketoprofen,"InChI=1/CH4O/c1-2/h2H,1H3",CO,Methanol,298.15,K,0.0396,,mole fraction,doi:10.1016/j.ijpharm.2020.119686 ,792,,0.008462604696959,Converted from mole fraction
"InChI=1/C16H14O3/c1-11(16(18)19)13-8-5-9-14(10-13)15(17)12-6-3-2-4-7-12/h2-11H,1H3,(H,18,19)/f/h18H",CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,Ketoprofen,"InChI=1/CH4O/c1-2/h2H,1H3",CO,Methanol,298.15,K,0.0428,,mole fraction,doi:10.1016/j.ijpharm.2020.119686 ,792,,0.043660649228208,Converted from mole fraction
"InChI=1/C16H14O3/c1-11(16(18)19)13-8-5-9-14(10-13)15(17)12-6-3-2-4-7-12/h2-11H,1H3,(H,18,19)/f/h18H",CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,Ketoprofen,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",CCO,ethanol,298.15,K,0.0441,,mole fraction,doi:10.1016/j.ijpharm.2020.119686 ,784.9,,-0.104312448394917,Converted from mole fraction
"InChI=1/C16H14O3/c1-11(16(18)19)13-8-5-9-14(10-13)15(17)12-6-3-2-4-7-12/h2-11H,1H3,(H,18,19)/f/h18H",CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,Ketoprofen,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",CCO,ethanol,303.15,K,0.0627,,mole fraction,doi:10.1016/j.ijpharm.2020.119686 ,780.6,,0.054664565410516,Converted from mole fraction
"InChI=1/C16H14O3/c1-11(16(18)19)13-8-5-9-14(10-13)15(17)12-6-3-2-4-7-12/h2-11H,1H3,(H,18,19)/f/h18H",CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,Ketoprofen,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",CCO,ethanol,298.15,K,0.064,,mole fraction,doi:10.1016/j.ijpharm.2020.119686 ,784.9,,0.066565548989918,Converted from mole fraction
"InChI=1/C16H14O3/c1-11(16(18)19)13-8-5-9-14(10-13)15(17)12-6-3-2-4-7-12/h2-11H,1H3,(H,18,19)/f/h18H",CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,Ketoprofen,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",CCO,ethanol,298.15,K,0.0701,,mole fraction,doi:10.1016/j.ijpharm.2020.119686 ,784.9,,0.10894319399909,Converted from mole fraction
"InChI=1/C16H14O3/c1-11(16(18)19)13-8-5-9-14(10-13)15(17)12-6-3-2-4-7-12/h2-11H,1H3,(H,18,19)/f/h18H",CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,Ketoprofen,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",CCCCO,N-butanol,298.15,K,0.0868,,mole fraction,doi:10.1016/j.ijpharm.2020.119686 ,810,,0.016777939995468,Converted from mole fraction
"InChI=1/C16H14O3/c1-11(16(18)19)13-8-5-9-14(10-13)15(17)12-6-3-2-4-7-12/h2-11H,1H3,(H,18,19)/f/h18H",CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,Ketoprofen,"InChI=1/C3H8O/c1-3(2)4/h3-4H,1-2H3",CC(C)O,2-propanol,298.15,K,0.1269,,mole fraction,doi:10.1016/j.ijpharm.2020.119686 ,783.5,,0.277869277145611,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
"InChI=1/C16H14O3/c1-11(16(18)19)13-8-5-9-14(10-13)15(17)12-6-3-2-4-7-12/h2-11H,1H3,(H,18,19)/f/h18H",CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,Ketoprofen,"InChI=1/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",CCOC(=O)C,ethyl acetate,298.15,K,0.153,,mole fraction,doi:10.1016/j.ijpharm.2020.119686 ,902,,0.267273214736891,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
"InChI=1/C16H14O3/c1-11(16(18)19)13-8-5-9-14(10-13)15(17)12-6-3-2-4-7-12/h2-11H,1H3,(H,18,19)/f/h18H",CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,Ketoprofen,"InChI=1/CH4O/c1-2/h2H,1H3",CO,Methanol,298.15,K,0.1556,,mole fraction,doi:10.1016/j.ijpharm.2020.119686 ,792,,0.658680938174487,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
"InChI=1/C16H14O3/c1-11(16(18)19)13-8-5-9-14(10-13)15(17)12-6-3-2-4-7-12/h2-11H,1H3,(H,18,19)/f/h18H",CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,Ketoprofen,"InChI=1/CH4O/c1-2/h2H,1H3",CO,Methanol,298.15,K,0.224,,mole fraction,doi:10.1016/j.ijpharm.2020.119686 ,792,,0.85360586723241,"Mole fraction solubility higher than 0.2, conversion to logS is not ok"
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,InChI=1/C2H3N/c1-2-3/h1H3,CC#N,acetonitrile,278.15,K,0.00322,,mole fraction,https://doi.org/0.4172/2160-7544.1000166,798.67,,-1.20144106047347,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,"InChI=1/CH4O/c1-2/h2H,1H3",CO,methanol,278.15,K,0.00384,,mole fraction,https://doi.org/0.4172/2160-7544.1000166,805.22,,-1.01358893274034,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,InChI=1/C2H3N/c1-2-3/h1H3,CC#N,acetonitrile,283.15,K,0.00389,,mole fraction,https://doi.org/0.4172/2160-7544.1000166,792.91,,-1.12219879188122,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,InChI=1/C2H3N/c1-2-3/h1H3,CC#N,acetonitrile,288.15,K,0.00457,,mole fraction,https://doi.org/0.4172/2160-7544.1000166,789.82,,-1.05363138663296,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,"InChI=1/CH4O/c1-2/h2H,1H3",CO,methanol,283.15,K,0.00473,,mole fraction,https://doi.org/0.4172/2160-7544.1000166,801.4,,-0.924736046111536,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,InChI=1/C2H3N/c1-2-3/h1H3,CC#N,acetonitrile,293.15,K,0.00536,,mole fraction,https://doi.org/0.4172/2160-7544.1000166,783.97,,-0.987266675283721,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,"InChI=1/CH4O/c1-2/h2H,1H3",CO,methanol,288.15,K,0.00579,,mole fraction,https://doi.org/0.4172/2160-7544.1000166,796.49,,-0.839124847200427,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,InChI=1/C2H3N/c1-2-3/h1H3,CC#N,acetonitrile,298.15,K,0.00638,,mole fraction,https://doi.org/0.4172/2160-7544.1000166,786,,-0.910042088111829,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,"InChI=1/CH4O/c1-2/h2H,1H3",CO,methanol,293.15,K,0.00705,,mole fraction,https://doi.org/0.4172/2160-7544.1000166,792.1,,-0.755463861297961,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,InChI=1/C2H3N/c1-2-3/h1H3,CC#N,acetonitrile,303.15,K,0.00741,,mole fraction,https://doi.org/0.4172/2160-7544.1000166,771.92,,-0.852444382434004,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,"InChI=1/CH4O/c1-2/h2H,1H3",CO,methanol,298.15,K,0.00856,,mole fraction,https://doi.org/0.4172/2160-7544.1000166,792,,-0.670573101854603,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,InChI=1/C2H3N/c1-2-3/h1H3,CC#N,acetonitrile,308.15,K,0.00876,,mole fraction,https://doi.org/0.4172/2160-7544.1000166,766.7,,-0.782114237888694,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,"InChI=1/CH4O/c1-2/h2H,1H3",CO,methanol,303.15,K,0.01034,,mole fraction,https://doi.org/0.4172/2160-7544.1000166,783.04,,-0.592687142342976,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,InChI=1/C2H3N/c1-2-3/h1H3,CC#N,acetonitrile,313.15,K,0.01052,,mole fraction,https://doi.org/0.4172/2160-7544.1000166,761.56,,-0.704752143673926,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,InChI=1/C2H3N/c1-2-3/h1H3,CC#N,acetonitrile,318.15,K,0.01212,,mole fraction,https://doi.org/0.4172/2160-7544.1000166,756.38,,-0.645526524701657,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,"InChI=1/CH4O/c1-2/h2H,1H3",CO,methanol,308.15,K,0.01245,,mole fraction,https://doi.org/0.4172/2160-7544.1000166,777.83,,-0.514010663968744,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,InChI=1/C2H3N/c1-2-3/h1H3,CC#N,acetonitrile,323.15,K,0.01384,,mole fraction,https://doi.org/0.4172/2160-7544.1000166,750.33,,-0.590623970206856,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,"InChI=1/CH4O/c1-2/h2H,1H3",CO,methanol,313.15,K,0.01492,,mole fraction,https://doi.org/0.4172/2160-7544.1000166,773.28,,-0.436871512215176,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,InChI=1/C2H3N/c1-2-3/h1H3,CC#N,acetonitrile,328.15,K,0.01673,,mole fraction,https://doi.org/0.4172/2160-7544.1000166,743.65,,-0.51087325390144,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,"InChI=1/CH4O/c1-2/h2H,1H3",CO,methanol,318.15,K,0.01782,,mole fraction,https://doi.org/0.4172/2160-7544.1000166,767.79,,-0.361546546741888,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,"InChI=1/CH4O/c1-2/h2H,1H3",CO,methanol,323.15,K,0.01904,,mole fraction,https://doi.org/0.4172/2160-7544.1000166,763.71,,-0.334561488886642,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,InChI=1/C2H3N/c1-2-3/h1H3,CC#N,acetonitrile,333.15,K,0.01982,,mole fraction,https://doi.org/0.4172/2160-7544.1000166,737.49,,-0.439511039011634,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,"InChI=1/CH4O/c1-2/h2H,1H3",CO,methanol,328.15,K,0.02516,,mole fraction,https://doi.org/0.4172/2160-7544.1000166,758.38,,-0.213841444406527,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,"InChI=1/CH4O/c1-2/h2H,1H3",CO,methanol,333.15,K,0.02975,,mole fraction,https://doi.org/0.4172/2160-7544.1000166,753.5,,-0.141819036129891,Converted from mole fraction
InChI=1/C13H8OS/c14-13-9-5-1-3-7-11(9)15-12-8-4-2-6-10(12)13/h1-8H,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3S2,Thioxanthen-9-one ,InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,C1COCCO1,"1,4-Dioxane ",298.15,K,0.006231,,mole fraction,https://doi.org/10.1007/s10953-011-9776-1,1028.95,,-1.1350747656091,Converted from mole fraction
InChI=1/C13H8OS/c14-13-9-5-1-3-7-11(9)15-12-8-4-2-6-10(12)13/h1-8H,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3S2,Thioxanthen-9-one ,InChI=1/C4H8O/c1-2-4-5-3-1/h1-4H2,C1CCOC1,Tetrahydrofuran,298.15,K,0.009229,,mole fraction,https://doi.org/10.1007/s10953-011-9776-1,889,,-0.939596159355037,Converted from mole fraction
"InChI=1/C16H12O2/c1-2-10-7-8-13-14(9-10)16(18)12-6-4-3-5-11(12)15(13)17/h3-9H,2H2,1H3",CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,2-Ethylanthraquinone ,InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,C1COCCO1,"1,4-Dioxane ",298.15,K,0.09928,,mole fraction,https://doi.org/10.1007/s10953-011-9776-1,1028.95,,0.109924890579254,Converted from mole fraction
"InChI=1/C16H12O2/c1-2-10-7-8-13-14(9-10)16(18)12-6-4-3-5-11(12)15(13)17/h3-9H,2H2,1H3",CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,2-Ethylanthraquinone ,InChI=1/C4H8O/c1-2-4-5-3-1/h1-4H2,C1CCOC1,Tetrahydrofuran,298.15,K,0.1402,,mole fraction,https://doi.org/10.1007/s10953-011-9776-1,889,,0.303573053749814,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
"InChI=1/C7H5ClO2/c8-6-3-1-2-5(4-6)7(9)10/h1-4H,(H,9,10)/f/h9H",C1=CC(=CC(=C1)Cl)C(=O)O,3-Chlorobenzoic acid ,InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,C1COCCO1,"1,4-Dioxane ",298.15,K,0.1485,,mole fraction,https://doi.org/10.1007/s10953-011-9776-1,1028.95,,0.30919472956788,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
"InChI=1/C13H10O/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)14-12/h1-8H,9H2",C1C2=CC=CC=C2OC3=CC=CC=C31,Xanthene ,InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,C1COCCO1,"1,4-Dioxane ",298.15,K,0.1502,,mole fraction,https://doi.org/10.1007/s10953-011-9776-1,1028.95,,0.315006134127923,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
"InChI=1/C12H9NS/c1-3-7-11-9(5-1)13-10-6-2-4-8-12(10)14-11/h1-8,13H",C1=CC=C2C(=C1)NC3=CC=CC=C3S2,Phenothiazine ,InChI=1/C4H8O/c1-2-4-5-3-1/h1-4H2,C1CCOC1,Tetrahydrofuran,298.15,K,0.1612,,mole fraction,https://doi.org/10.1007/s10953-011-9776-1,889,,0.374929096575928,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
"InChI=1/C8H6N2O6/c1-4-6(8(11)12)2-5(9(13)14)3-7(4)10(15)16/h2-3H,1H3,(H,11,12)/f/h11H",CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)O,"3,5-Dinitro-2-methylbenzoic acid ",InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,C1COCCO1,"1,4-Dioxane ",298.15,K,0.1804,,mole fraction,https://doi.org/10.1007/s10953-011-9776-1,1028.95,,0.410287511690034,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
"InChI=1/C8H6N2O6/c1-4-6(8(11)12)2-5(9(13)14)3-7(4)10(15)16/h2-3H,1H3,(H,11,12)/f/h11H",CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)O,"3,5-Dinitro-2-methylbenzoic acid ",InChI=1/C4H8O/c1-2-4-5-3-1/h1-4H2,C1CCOC1,Tetrahydrofuran,298.15,K,0.186,,mole fraction,https://doi.org/10.1007/s10953-011-9776-1,889,,0.450111020228878,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
"InChI=1/C13H10O/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)14-12/h1-8H,9H2",C1C2=CC=CC=C2OC3=CC=CC=C31,Xanthene ,InChI=1/C4H8O/c1-2-4-5-3-1/h1-4H2,C1CCOC1,Tetrahydrofuran,298.15,K,0.186,,mole fraction,https://doi.org/10.1007/s10953-011-9776-1,889,,0.450111020228878,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",CCCCO,butan-1-ol,278.15,K,0.00144,,mole fraction,https://doi.org/10.1007/s10953-013-0074-y,821.29,,-1.79617603947884,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",CCCO,propan-1-ol,278.15,K,0.00154,,mole fraction,https://doi.org/10.1007/s10953-013-0074-y,815.85,,-1.67876698980863,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",CCCCO,butan-1-ol,282.15,K,0.001707,,mole fraction,https://doi.org/10.1007/s10953-013-0074-y,818.26,,-1.72379408444191,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,"InChI=1/C3H8O/c1-3(2)4/h3-4H,1-2H3",CC(C)O,isopropanol,278.15,K,0.001817,,mole fraction,https://doi.org/10.1007/s10953-013-0074-y,799.54,,-1.61558240353031,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",CCCO,propan-1-ol,282.15,K,0.001882,,mole fraction,https://doi.org/10.1007/s10953-013-0074-y,812.52,,-1.59329556629719,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",CCCCO,butan-1-ol,286.15,K,0.002028,,mole fraction,https://doi.org/10.1007/s10953-013-0074-y,815.18,,-1.65045779113283,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,"InChI=1/C3H8O/c1-3(2)4/h3-4H,1-2H3",CC(C)O,isopropanol,282.15,K,0.002155,,mole fraction,https://doi.org/10.1007/s10953-013-0074-y,796.01,,-1.54326464487597,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",CCCO,propan-1-ol,286.15,K,0.002186,,mole fraction,https://doi.org/10.1007/s10953-013-0074-y,809.23,,-1.52989481832581,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",CCO,ethanol,278.15,K,0.002225,,mole fraction,https://doi.org/10.1007/s10953-013-0074-y,802,,-1.41068113990399,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",CCCCO,butan-1-ol,290.15,K,0.002326,,mole fraction,https://doi.org/10.1007/s10953-013-0074-y,812.09,,-1.59243568257106,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",CCCO,propan-1-ol,290.15,K,0.002596,,mole fraction,https://doi.org/10.1007/s10953-013-0074-y,806,,-1.45679873318559,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,"InChI=1/C3H8O/c1-3(2)4/h3-4H,1-2H3",CC(C)O,isopropanol,286.15,K,0.002599,,mole fraction,https://doi.org/10.1007/s10953-013-0074-y,792.44,,-1.46366448803578,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",CCCCO,butan-1-ol,293.15,K,0.002635,,mole fraction,https://doi.org/10.1007/s10953-013-0074-y,809.75,,-1.53938344869495,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",CCO,ethanol,282.15,K,0.002684,,mole fraction,https://doi.org/10.1007/s10953-013-0074-y,798.6,,-1.33087387449231,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",CCCO,propan-1-ol,293.15,K,0.002884,,mole fraction,https://doi.org/10.1007/s10953-013-0074-y,803.5,,-1.41233190550853,Converted from mole fraction
"InChI=1/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)/f/h5,7H",CC(=O)NCC(=O)O,N-acetylglycine,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",CCCCO,butan-1-ol,297.15,K,0.003046,,mole fraction,https://doi.org/10.1007/s10953-013-0074-y,809.01,,-1.47665223256482,Converted from mole fraction
